WMO Region;Country;Station;Latitude;Longitude;Elevation;WMO Index
Europe;Portugal;SAGRES (8533-0);37.01284;-8.94909;25;0-20000-0-08533
Europe;Turkey;EDREMIT;39.5833333333;27.0166666667;21;0-20000-0-17145
Europe;Switzerland;LES DIABLERETS;46.3266666667;7.2038888889;2964;0-20000-0-06714
Europe;France;LANNION;48.7552777778;-3.4686111111;88;0-20000-0-07118
Europe;Hungary;KECSKEMET;46.9166666667;19.75;113;0-20000-0-12970
Europe;Belarus;VASILEVICHI;52.2519444444;29.8405555556;null;0-20000-0-33038
Europe;Norway;DAGALI AP;60.4188;8.5263;798;0-20000-0-01363
Europe;Sweden;HUNGE;62.7513888889;15.0877777778;343.19;0-20000-0-02331
Europe;Finland;HELSINKI LIGHTHOUSE;59.9486111111;24.9269444444;null;0-20000-0-02989
Europe;France;HYERES;43.0944444444;6.1463888889;4;0-20000-0-07667
Europe;Romania;CAMPULUNG MUSCEL;45.2747611745;25.0365990367;680.7;0-20000-0-15324
Europe;Italy;VENEZIA TESSERA;45.5052777778;12.3519444444;2;0-20000-0-16105
Europe;Turkey;GUVERCINLIK;39.9333333333;32.75;820;0-20000-0-17131
Europe;Russian Federation;NIZHNYAYA PESHA;66.7394444444;47.7197222222;11.5;0-20000-0-22383
Europe;Ukraine;SARNY;51.2833333333;26.6166666667;154;0-20000-0-33088
Europe;Belarus;BRAGIN;51.7966666667;30.2475;null;0-20000-0-33124
Europe;Norway;FILEFJELL;61.1777777778;8.1125;956;0-20000-0-01364
Europe;Finland;STROMMINGSBADAN;62.9786111111;20.74;2;0-20000-0-02781
Europe;Iceland;HELLA (4044-0);63.8361;-20.39307;20;0-20000-0-04044
Europe;Switzerland;COL DU GRAND ST-BERNARD;45.8688888889;7.1708333333;2472;0-20000-0-06717
Europe;France;FALAISE-RADAR;48.9272222222;-0.1494444444;155;0-20000-0-07129
Europe;United Kingdom (the);BLACKPOOL, SQUIRES GATE;53.7744444444;-3.0394444444;10.4;0-20000-0-03318
Europe;France;CAP PERTUSATO;41.3747222222;9.1783333333;107;0-20000-0-07770
Europe;Austria;BAD GLEICHENBERG;46.8722222222;15.9036111111;269.4;0-20000-0-11244
Europe;Croatia;DUBROVNIK/GORICA;42.6447222222;18.085;52;0-20000-0-14472
Europe;Romania;CURTEA DE ARGES;45.1787908991;24.6697421436;448;0-20000-0-15347
Europe;Russian Federation;ONEGA;63.9;38.1166666667;11.1;0-20000-0-22641
Europe;Ukraine;BEREZHANY;49.4333333333;24.95;303;0-20000-0-33409
Europe;United Kingdom (the);HAWARDEN AIRPORT;53.1747222222;-2.9875;13.7;0-20000-0-03321
Europe;United Kingdom (the);PLYMOUTH, MOUNT BATTEN;50.355;-4.1211111111;50;0-20000-0-03827
Europe;Portugal;COIMBRA/CERNACHE;40.1576;-8.46852;171;0-20000-0-08548
Europe;Austria;VIRGEN;47.0027777778;12.4558333333;1211.9;0-20000-0-11252
Europe;Switzerland;LES ATTELAS;46.0991666667;7.2686111111;2730;0-20000-0-06723
Europe;Romania;MAHMUDIA;45.0871787552;29.0733967991;167.53;0-20000-0-15337
Europe;Sweden;SAVAST;65.7527777778;21.765;12;0-20000-0-02170
Europe;Belgium;RETIE;51.2213888889;5.0272222222;19;0-20000-0-06464
Europe;Slovakia;CHOPOK;48.9833333333;19.6;2005;0-20000-0-11916
Europe;Russian Federation;SEVERODVINSK;64.5552777778;39.7655555556;3.17;0-20000-0-22546
Europe;Ukraine;RIVNE;50.5833333333;26.1333333333;227;0-20000-0-33301
Europe;Switzerland;BLATTEN, LOETSCHENTAL;46.4205555556;7.8233333333;1538;0-20000-0-06725
Europe;Norway;FOLLDAL-FREDHEIM;62.1280555556;9.9947222222;694;0-20000-0-01250
Europe;Finland;KUMLINGE KK;60.2580555556;20.7472222222;23;0-20000-0-02790
Europe;Finland;KAJAANI PETAISENNISKA;64.2166666667;27.755;160;0-20000-0-02883
Europe;Iceland;HRAUN A SKAGA;66.11283;-20.1105;3;0-20000-0-04051
Europe;Russian Federation;PINEGA;64.7;43.3833333333;28.4;0-20000-0-22563
Europe;Austria;GRAZ-THALERHOF-FLUGHAFEN;46.9805555556;15.44;340;0-20000-0-11240
Europe;Croatia;LASTOVO;42.7683333333;16.9;186;0-20000-0-14452
Europe;Romania;POLOVRAGI;45.1654504136;23.8086065698;531;0-20000-0-15344
Europe;Ukraine;BORYSPIL';50.3333333333;30.9666666667;121;0-20000-0-33347
Europe;Russian Federation;KOJNAS;64.75;47.65;63.1;0-20000-0-22583
Europe;Sweden;ALVSBYN;65.6702777778;21.0663888889;43.22;0-20000-0-02173
Europe;Finland;LOHJA PORLA;60.2441666667;24.0491666667;37;0-20000-0-02706
Europe;United Kingdom (the);CULDROSE;50.0844444444;-5.2572222222;81.4;0-20000-0-03809
Europe;Germany;POTSDAM;52.3861111111;13.0638888889;81;0-20000-0-10379
Europe;Italy;ALBENGA;44.0458333333;8.1255555556;45;0-20000-0-16122
Europe;Ukraine;LUBNY;50;33.0166666667;156;0-20000-0-33377
Europe;Russian Federation;SYZRAN';53.1833333333;48.4;103.8;0-20000-0-27983
Europe;Bosnia and Herzegovina;BUGOJNO;44.062129;17.451434;562;0-20000-0-14544
Europe;Turkey;AKSARAY;38.3833333333;34.05;961;0-20000-0-17192
Europe;Switzerland;GRIMSEL HOSPIZ;46.5716666667;8.3333333333;1980;0-20000-0-06744
Europe;(unknown);FORMER MIKE;66;2;null;0-20000-0-99090
Europe;Norway;NY-ALESUND II;78.9233333333;11.9222222222;15.5;0-20001-0-01004
Europe;Estonia;VIRTSU;58.5727;23.5136;1.5;0-20000-0-26128
Europe;Norway;BJORNOYA (1028-1);74.5038888889;19.0011111111;20;0-20001-0-01028
Europe;Norway;EKOFISK (1400-1);56.5422222222;3.2236111111;52;0-20001-0-01400
Europe;Finland;KALAJOKI ULKOKALLA;64.3308333333;23.4463888889;3;0-20000-0-02907
Europe;Iceland;NORDURHJALEIGA;63.50777;-18.37167;18;0-20000-0-04062
Europe;Poland;KOSZALIN;54.2044444444;16.1552777778;33.05;0-20000-0-12105
Europe;Romania;PITESTI;44.848931961;24.8659891312;316;0-20000-0-15373
Europe;Russian Federation;SORTAVALA;61.7166666667;30.7166666667;17;0-20000-0-22802
Europe;Estonia;RISTNA;58.9209;22.0663;6.6;0-20000-0-26115
Europe;Sweden;AXSTAL;58.5666666667;14.5666666667;91;0-20000-0-02545
Europe;United Kingdom (the);FOULA NO2;60.1105555556;-2.0647222222;22;0-20000-0-03014
Europe;United Kingdom (the);EMLEY MOOR NO 2;53.6116666667;-1.6669444444;267;0-20000-0-03346
Europe;Luxembourg;LUXEMBOURG/LUXEMBOURG;49.6166666667;6.2166666667;376;0-20000-0-06590
Europe;Portugal;FARO/CIDADE;37.0166666667;-7.9166666667;27;0-20000-0-08555
Europe;Russian Federation;KINGISEPP;59.3666666667;28.6;17;0-20000-0-26059
Europe;Germany;PROETZEL (RADAR);52.6486111111;13.8580555556;null;0-20000-0-10392
Europe;Serbia;CRNI VRH;44.1166666667;21.95;1037;0-20000-0-13289
Europe;Ukraine;VESELYI PODIL;49.6166666667;33.2666666667;96;0-20000-0-33495
Europe;France;BASTIA;42.5405555556;9.4852777778;8;0-20000-0-07790
Europe;Italy;PARMA;44.8172222222;10.2969444444;50;0-20000-0-16130
Europe;Russian Federation;KONEVO;62.1333333333;39.3;99.3;0-20000-0-22749
Europe;Norway;KISE;60.7733333333;10.8055555556;128;0-20000-0-01382
Europe;Finland;VIITASAARI HAAPANIEMI;63.0822222222;25.8586111111;130;0-20000-0-02915
Europe;Romania;DROBETA-TURNU SEVERIN;44.6264587019;22.6260737132;77;0-20000-0-15410
Europe;Denmark;ABED;54.8275;11.3288888889;7.5;0-20000-0-06141
Europe;Spain;SANTIAGO DE COMPOSTELA/LABACOLLA;42.8880555556;-8.4105555556;370;0-20000-0-08042
Europe;Romania;RADAUTI;47.8378604586;25.8904494353;389;0-20000-0-15007
Europe;Turkey;IZMIR/CIGLI;38.5166666667;27.0166666667;5;0-20000-0-17218
Europe;Estonia;VORU;57.8463;27.0195;82;0-20000-0-26249
Europe;Moldova (the Republic of);BRAVICEA;47.3666666667;28.4333333333;null;0-20000-0-33749
Europe;Switzerland;GORNERGRAT;45.9836111111;7.7858333333;3129;0-20000-0-06749
Europe;Romania;MOLDOVA VECHE;44.7224425719;21.6332589523;82;0-20000-0-15388
Europe;Estonia;JOGEVA;58.7498;26.415;70.1;0-20000-0-26144
Europe;Greenland;GEOSUMMIT;72.5802777778;-38.4586111111;3255;0-20001-0-04417
Europe;Norway;TRONDHEIM/VERNES;63.4591666667;10.935;12;0-20000-0-01271
Europe;Sweden;MALUNG A;60.6763888889;13.7072222222;302.5;0-20000-0-02407
Europe;Bosnia and Herzegovina;IVAN SEDLO;43.751157;18.036256;970;0-20000-0-14650
Europe;Denmark;SYDFYNS FLYVEPLADS;55.0144444444;10.5694444444;6.1;0-20000-0-06124
Europe;Germany;BAD LIPPSPRINGE;51.7852777778;8.8386111111;157;0-20000-0-10430
Europe;Serbia;KRUSEVAC;43.5666666667;21.35;166;0-20000-0-13383
Europe;Turkey;MALATYA/ERHAC;38.4333333333;38.0833333333;862;0-20000-0-17200
Europe;Norway;NY-ALESUND;78.9227777778;11.9330555556;8;0-20000-0-01007
Europe;Norway;FROSTA;63.5655555556;10.6938888889;70;0-20000-0-01272
Europe;Norway;KONNERUD;59.7127777778;10.1458333333;193;0-20000-0-01477
Europe;Sweden;RODKALLEN;65.3130555556;22.3755555556;1.78;0-20000-0-02188
Europe;United Kingdom (the);HURN;50.7794444444;-1.8361111111;11.6;0-20000-0-03862
Europe;Iceland;KIRKJUBAEJARKLAUSTUR;63.78974;-18.05427;29.5;0-20000-0-04064
Europe;Denmark;AARSLEV;55.3088888889;10.4397222222;49.2;0-20000-0-06126
Europe;Switzerland;NEUCHATEL;47;6.9533333333;485;0-20000-0-06604
Europe;Poland;HEL;54.6036111111;18.8119444444;1.1;0-20000-0-12135
Europe;Turkey;ELAZIG;38.6;39.2833333333;902;0-20000-0-17202
Europe;Greece;AKTION (AIRPORT);38.9219444444;20.7686111111;3.35;0-20000-0-16643
Europe;Norway;SVENNER LH;58.9686111111;10.1477777778;15;0-20000-0-01478
Europe;Germany;FRITZLAR (FLUGPLATZ);51.1188888889;9.28;172;0-20000-0-10439
Europe;Poland;GDYNIA;54.5188888889;18.5591666667;2.01;0-20000-0-12145
Europe;Romania;CORUGEA;44.7343350216;28.34204745;219.2;0-20000-0-15408
Europe;Romania;JURILOVCA;44.7660720152;28.8764185996;37.65;0-20000-0-15409
Europe;Russian Federation;BELOZERSK;60.0202777778;37.7591666667;130;0-20000-0-22939
Europe;Norway;TORP;59.1844444444;10.2552777778;88;0-20000-0-01483
Europe;Switzerland;LES MARECOTTES;46.1188888889;7.0166666667;990;0-20000-0-06614
Europe;Montenegro;PODGORICA-GRAD;42.4333333333;19.2833333333;49;0-20000-0-13463
Europe;Romania;BUCURESTI FILARET;44.4120630857;26.093829108;82;0-20000-0-15422
Europe;Sweden;SUNNE;59.8644444444;13.1194444444;109.1;0-20000-0-02423
Europe;United Kingdom (the);ALTNAHARRA NO2;58.2877777778;-4.4425;81;0-20000-0-03044
Europe;United Kingdom (the);JERSEY AIRPORT;49.2097222222;-2.1941666667;84.4;0-20000-0-03895
Europe;Denmark;ROESNAES FYR;55.7436111111;10.8694444444;14.16;0-20000-0-06159
Europe;Austria;REUTTE;47.4944444444;10.7152777778;841.8;0-20000-0-11314
Europe;Greece;SKYROS (AIRPORT);38.9627777778;24.4905555556;13.41;0-20000-0-16684
Europe;Latvia;ZOSENI;57.135;25.9055555556;187.54;0-20000-0-26339
Europe;Poland;PILA;53.1311111111;16.7483333333;72.47;0-20000-0-12230
Europe;Norway;KONGSOYA;78.9275;28.8919444444;20;0-20000-0-01016
Europe;Sweden;GUSTAVSFORS;60.1538888889;13.8019444444;187.36;0-20000-0-02426
Europe;Finland;ASIKKALA PULKKILANHARJU;61.2652777778;25.5202777778;79;0-20000-0-02727
Europe;United Kingdom (the);TULLOCH BRIDGE;56.8669444444;-4.7080555556;249;0-20000-0-03047
Europe;Denmark;KALUNDBORG;55.6736111111;11.0975;2;0-20000-0-06158
Europe;Austria;KREMSMUENSTER;48.055;14.1311111111;382;0-20000-0-11012
Europe;Romania;STANCA STEFANESTI;47.832254341;27.2197246685;110;0-20000-0-15025
Europe;Russian Federation;GEORGIEVSK;44.1333333333;43.45;287.2;0-20000-0-37058
Europe;Norway;ANDOYA (1010-0);69.3072222222;16.1308333333;10;0-20000-0-01010
Europe;Sweden;YLINENJARVI;66.6236111111;23.4680555556;132.21;0-20000-0-02199
Europe;Sweden;PALGRUNDEN;58.75;13.15;50;0-20000-0-02417
Europe;United Kingdom (the);SKYE:LUSA;57.2569444444;-5.8052777778;18;0-20000-0-03037
Europe;Italy;IMPERIA;43.8666666667;8.0333333333;58;0-20000-0-16150
Europe;Moldova (the Republic of);RIBNITA;47.7666666667;29.0166666667;null;0-20000-0-33754
Europe;Russian Federation;OB'JACEVO;60.3666666667;49.65;148.58;0-20000-0-22996
Europe;Russian Federation;TUAPSE (37011-1);44.1;39.0333333333;null;0-20001-0-37011
Europe;Switzerland;AVENCHES;46.8872222222;7.0141666667;435;0-20000-0-06611
Europe;Italy;CAPO MELE;43.9572222222;8.1697222222;220;0-20000-0-16153
Europe;Russian Federation;MAHACHKALA (37259-1);43;47.5;-19.74;0-20001-0-37259
Europe;Moldova (the Republic of);CODRII;47.1166666667;28.3666666667;null;0-20000-0-33810
Europe;Greenland;DANMARKSHAVN;76.7694444444;-18.6680555556;11;0-20000-0-04320
Europe;Austria;LOFERER ALM;47.5972222222;12.6452777778;1620;0-20000-0-11337
Europe;Poland;GORZOW WLKP;52.7411111111;15.2772222222;71.22;0-20000-0-12300
Europe;Russian Federation;VELIKIE LUKI;56.35;30.6166666667;97;0-20000-0-26477
Europe;Russian Federation;TOROPEC;56.4833333333;31.6333333333;187;0-20000-0-26479
Europe;Spain;ZARAGOZA/AEROPUERTO;41.6605555556;-1.0041666667;263;0-20000-0-08160
Europe;Romania;OLTENITA;44.0746935582;26.637136824;14.9;0-20000-0-15475
Europe;Greenland;ANGISSOQ;59.9911111111;-45.1461111111;14.38;0-20000-0-04285
Europe;Serbia;PRIZREN;42.2166666667;20.7333333333;402;0-20000-0-13477
Europe;Russian Federation;HOLM;57.15;31.1833333333;70;0-20000-0-26378
Europe;Moldova (the Republic of);LEOVA;46.4833333333;28.2833333333;null;0-20000-0-33881
Europe;Russian Federation;SHADZHATMAZ;43.7333333333;42.6666666667;2069.58;0-20000-0-37126
Europe;Moldova (the Republic of);CAHUL;45.8833333333;28.2333333333;null;0-20000-0-33885
Europe;Sweden;DAGLOSEN;59.6619444444;14.1830555556;133.39;0-20000-0-02429
Europe;Finland;ROVANIEMI APUKKA;66.5794444444;26.0108333333;106;0-20000-0-02813
Europe;United Kingdom (the);CASTLEDERG;54.7069444444;-7.5780555556;49;0-20000-0-03904
Europe;Germany;HOLZDORF (FLUGPLATZ);51.7658333333;13.1666666667;81;0-20000-0-10476
Europe;Austria;LITSCHAU;48.9547222222;15.0383333333;557.6;0-20000-0-11021
Europe;Italy;PERUGIA S. EGIDIO (16182-0);43.0925;12.5047222222;204;0-20000-0-16182
Europe;Norway;HAKADAL;60.1172222222;10.8288888889;170;0-20000-0-01488
Europe;Sweden;ARE;63.3736111111;13.1605555556;435;0-20000-0-02217
Europe;United Kingdom (the);AVIEMORE;57.2063888889;-3.8283333333;228;0-20000-0-03063
Europe;Switzerland;TAVANASA;46.7508333333;9.0452777778;800;0-20000-0-06781
Europe;France;MONTANCY-RADAR;47.3686111111;7.0188888889;913;0-20000-0-07291
Europe;Norway;SORKAPPOYA;76.4775;16.5486111111;10;0-20000-0-01020
Europe;Norway;MERAKER-EGGE;63.4113888889;11.7275;169;0-20000-0-01293
Europe;Sweden;OREBRO;59.2288888889;15.0455555556;54;0-20000-0-02432
Europe;Sweden;LINKOPING/MALMSLATT;58.3980555556;15.5258333333;93;0-20000-0-02562
Europe;Iceland;HOFN;64.3;-15.2166666667;17;0-20000-0-04082
Europe;France;DORANS;47.5916666667;6.8369444444;401;0-20000-0-07296
Europe;Austria;WEITRA;48.7022222222;14.8986111111;571.9;0-20000-0-11025
Europe;Switzerland;DAVOS;46.8130555556;9.8436111111;1594.16;0-20000-0-06784
Europe;Spain;CAP DE RAC;42.4302777778;1.6677777778;1940;0-20000-0-08940
Europe;Austria;RAURIS;47.2236111111;12.9925;933.8;0-20000-0-11346
Europe;Georgia;BAKHMARO;41.8508333333;42.3238888889;1926;0-20000-0-37492
Europe;Norway;STROMTANGEN LH;59.1511111111;10.8286111111;10;0-20000-0-01495
Europe;Sweden;FOLLINGE;63.6772222222;14.6080555556;361.75;0-20000-0-02231
Europe;United Kingdom (the);ABERPORTH;52.1394444444;-4.5711111111;133;0-20000-0-03502
Europe;Switzerland;KOPPIGEN;47.1188888889;7.6055555556;484;0-20000-0-06635
Europe;Germany;BONN-ROLEBER;50.735033;7.193088;159;0-20000-0-10519
Europe;Russian Federation;PETROVSK;52.2833333333;45.4;197.73;0-20000-0-34063
Europe;Georgia;TBILISI (RADAR STATION);41.7594444444;44.9163888889;462;0-20000-0-37548
Europe;Norway;MO I RANA AP;66.3644444444;14.3013888889;69.69;0-20000-0-01151
Europe;Norway;EKOFISK (1400-0);56.5422222222;3.2236111111;50;0-20000-0-01400
Europe;Sweden;MALILLA;57.3844444444;15.8011111111;95.7;0-20000-0-02565
Europe;Greenland;DANEBORG;74.3075;-20.2169444444;13;0-20000-0-04330
Europe;Lithuania;PALANGA;55.9730555556;21.0916666667;10;0-20000-0-26502
Europe;Austria;WIEN/INNERE STADT;48.1983333333;16.3669444444;177.3;0-20000-0-11034
Europe;Poland;POZNAN;52.4166666667;16.8347222222;88.24;0-20000-0-12330
Europe;Romania;BARNOVA;47.0123926218;27.5826095797;396;0-20000-0-15094
Europe;Turkey;GAP MEYDAN;37.4333333333;38.9;830;0-20000-0-17271
Europe;Ukraine;YALTA;44.4833333333;34.1666666667;66;0-20000-0-33990
Europe;Russian Federation;MAHACHKALA (37472-0);43;47.5;-19.74;0-20000-0-37472
Europe;Finland;TOHOLAMPI LAITALA;63.8213888889;24.1633333333;83;0-20000-0-02737
Europe;Finland;JYVASKYLA AIRPORT;62.3975;25.6708333333;139;0-20000-0-02935
Europe;United Kingdom (the);MARHAM;52.6513888889;0.5661111111;23.5;0-20000-0-03482
Europe;Greenland;ITTOQQORTOORMIIT (SCORESBYSUND);70.4844444444;-21.9511111111;70;0-20000-0-04339
Europe;Austria;WIEN/HOHE WARTE (11035-0);48.2486111111;16.3563888889;198;0-20000-0-11035
Europe;Austria;ST. VEIT IM PONGAU;47.3291666667;13.155;749.4;0-20000-0-11345
Europe;Macedonia (the former Yugoslav Republic of);VINICA-PGC;41.8833333333;22.5;518;0-20000-0-13594
Europe;Russian Federation;URJUPINSK;50.8;42;105.74;0-20000-0-34240
Europe;Finland;INARI VAYLA;69.0722222222;27.4925;123;0-20000-0-02827
Europe;France;CLERMONT-FERRAND;45.7869444444;3.1494444444;333;0-20000-0-07460
Europe;Macedonia (the former Yugoslav Republic of);STRUMICA;41.4333333333;22.65;null;0-20000-0-13595
Europe;Belarus;SENNO;54.8044444444;29.6875;null;0-20000-0-26668
Europe;Russian Federation;VJAZ'MA;55.1666666667;34.4;243;0-20000-0-26695
Europe;Spain;GUADALAJARA;40.6302777778;-3.15;721;0-20000-0-08226
Europe;Turkey;ANTALYA-BOLGE;36.8666666667;30.7;45;0-20000-0-17302
Europe;Lebanon;HOUCHE-AL-OUMARA;33.8166666667;35.85;null;0-20000-0-40101
Europe;Russian Federation;STARYJ OSKOL;51.3;37.8833333333;216.07;0-20000-0-34116
Europe;Armenia;ASHOTSK;41.0294444444;43.8763888889;null;0-20000-0-37609
Europe;Syrian Arab Republic;BASEL ASSAD INT.  AIRPORT;35.4;35.9333333333;48;0-20000-0-40025
Europe;Netherlands;L9-FF-1;53.6144444444;4.9602777778;44;0-20000-0-06207
Europe;France;SAINT NIZIER-RADAR;46.0677777778;4.4452777778;908;0-20000-0-07381
Europe;Spain;SEGOVIA;40.9452777778;-4.1263888889;1005;0-20000-0-08213
Europe;Austria;BAD GOISERN;47.6425;13.6180555556;502.1;0-20000-0-11354
Europe;Ireland;ROCHES POINT;51.8;-8.25;40;0-20000-0-03952
Europe;Romania;STANA DE VALE;46.6898199891;22.6233821978;1108;0-20000-0-15118
Europe;Greece;SOUDA (AIRPORT);35.5286111111;24.1452777778;149.35;0-20000-0-16746
Europe;Russian Federation;BORISOGLEBSK;51.3666666667;42.0833333333;104.22;0-20000-0-34146
Europe;Netherlands;IJMOND WP;52.4636111111;4.5175;null;0-20000-0-06209
Europe;Switzerland;MARSENS;46.6563888889;7.0697222222;714.5;0-20000-0-06640
Europe;Norway;FOSSMARK;60.5205555556;5.7247222222;10;0-20000-0-01314
Europe;Sweden;GAVLE;60.7169444444;17.1641666667;16.19;0-20000-0-02453
Europe;Iceland;PATREKSFJORDUR;65.6;-24;3;0-20000-0-04103
Europe;Romania;CLUJ-NAPOCA;46.7777705044;23.5713052939;410;0-20000-0-15120
Europe;Greece;HERAKLEION (AIRPORT);35.3352777778;25.1819444444;35.05;0-20000-0-16754
Europe;Switzerland;LATSCH;46.6272222222;9.7536111111;1407.85;0-20000-0-06642
Europe;Bulgaria;LOM;43.8166666667;23.25;32;0-20000-0-15511
Europe;Belarus;LYNTUPY;55.0488888889;26.3069444444;null;0-20000-0-26645
Europe;Finland;SALLA NARUSKA;67.1622222222;29.1777777778;213;0-20000-0-02745
Europe;Netherlands;BUITENGAATS/BG-OHVS2;54.0369444444;6.0416666667;42.46;0-20000-0-06214
Europe;Germany;WASSERKUPPE;50.4977777778;9.9438888889;921;0-20000-0-10544
Europe;Germany;GERA-LEUMNITZ;50.881268;12.128858;311;0-20000-0-10567
Europe;Austria;WIEN-DONAUFELD;48.257222;16.431388;160;0-20000-0-11090
Europe;Lithuania;VARENA;54.2483333333;24.5516666667;109.08;0-20000-0-26737
Europe;Russian Federation;BOGUCAR;49.9333333333;40.5666666667;85.59;0-20000-0-34336
Europe;Armenia;SEMYONOVKA;40.66;44.8972222222;null;0-20000-0-37708
Europe;Sweden;HALLANDSASEN;56.4041666667;12.9436111111;140;0-20000-0-02602
Europe;Iceland;GRINDAVIK;63.8393;-22.4275;4;0-20000-0-04120
Europe;Switzerland;SCHUEPFHEIM;46.9469444444;8.0125;742;0-20000-0-06651
Europe;Norway;ROGNSUNDET;70.4102777778;22.8194444444;10;0-20000-0-01043
Europe;United Kingdom (the);BEDFORD;52.2269444444;-0.4652777778;85;0-20000-0-03560
Europe;Ireland;GALWAY;53.2833333333;-9.0166666667;18;0-20000-0-03964
Europe;Greenland;HUMBOLDT;78.5266666667;-56.8305555556;1992.6;0-20000-0-04432
Europe;Romania;CAMPENI;46.3638000623;23.0403666648;591;0-20000-0-15162
Europe;Russian Federation;SPAS-DEMENSK;54.4166666667;34.0166666667;238;0-20000-0-26795
Europe;Belarus;GRODNO;53.6022222222;24.0555555556;null;0-20000-0-26825
Europe;France;ANNECY-MEYTHET;45.9297222222;6.1058333333;464;0-20000-0-07490
Europe;Austria;GALZIG;47.1297222222;10.2302777778;2079;0-20000-0-11110
Europe;Austria;PUCHBERG;47.7902777778;15.9069444444;582.8;0-20000-0-11382
Europe;Azerbaijan;GYANCA AIRPORT;40.7333333333;46.4;327;0-20000-0-37736
Europe;Palestine, State of;TULKARM;32.3166666667;35.0166666667;null;0-20000-0-40215
Europe;Switzerland;LIGORNETTO;45.8591666667;8.9486111111;360;0-20000-0-06843
Europe;Romania;VASLUI;46.6461181829;27.7144460799;116;0-20000-0-15154
Europe;Netherlands;TERSCHELLING HOORN AWS;53.3911111111;5.3458333333;0.73;0-20000-0-06251
Europe;Austria;GUTENSTEIN-MARIAHILFBERG;47.8713888889;15.8761111111;708.9;0-20000-0-11378
Europe;Bulgaria;SHABLA;43.5333333333;28.5333333333;27;0-20000-0-15561
Europe;Russian Federation;SERAFIMOVIC;49.5666666667;42.7333333333;123.49;0-20000-0-34357
Europe;Lebanon;RAYACK;33.8666666667;36;927;0-20000-0-40102
Europe;Sweden;STOCKHOLM-ARLANDA;59.6263888889;17.9508333333;42;0-20000-0-02460
Europe;Finland;KAARINA YLTOINEN;60.3866666667;22.5513888889;6;0-20000-0-02828
Europe;United Kingdom (the);COLESHILL;52.48;-1.6908333333;96;0-20000-0-03535
Europe;Austria;GUMPOLDSKIRCHEN;48.0402777778;16.2822222222;219.3;0-20000-0-11082
Europe;Poland;BELSK;51.835;20.7911111111;180;0-20000-0-12471
Europe;Switzerland;LODRINO;46.295;8.9933333333;259;0-20000-0-06809
Europe;Germany;SCHOENHAGEN (OSTSEEBAD);54.6408333333;10.0236111111;2;0-20000-0-10042
Europe;Germany;SCHLEIZ;50.5677777778;11.8041666667;501;0-20000-0-10564
Europe;Turkey;BARTIN;41.6333333333;32.3333333333;30;0-20000-0-17020
Europe;Lithuania;LAZDIJAI;54.2322222222;23.5105555556;133.25;0-20000-0-26728
Europe;Ukraine;KHARKIV;49.9666666667;36.1333333333;154;0-20000-0-34300
Europe;Lebanon;DAHR BAIDAR;33.8166666667;35.7666666667;null;0-20000-0-40110
Europe;Norway;SPITSBERGEN;78.23;15.39;469;0-20000-0-01039
Europe;Austria;ZWERNDORF-MARCHEGG;48.3380555556;16.8313888889;143.5;0-20000-0-11085
Europe;Turkey;SILIFKE;36.3833333333;33.9333333333;15;0-20000-0-17330
Europe;Switzerland;RIGI;47.0563888889;8.485;1732;0-20000-0-06854
Europe;Jordan;AMMAN AIRPORT;31.9833333333;35.9833333333;778;0-20000-0-40270
Europe;Finland;LAPPEENRANTA AIRPORT;61.0441666667;28.1511111111;106;0-20000-0-02958
Europe;Russian Federation;KAMENSK-SAHTINSKIJ;48.3;40.3;56.9;0-20000-0-34535
Europe;Germany;BREMERVOERDE;53.445;9.1388888889;10;0-20000-0-10139
Europe;Slovenia;KATARINA;46.0930151722;14.3708431227;660;0-20000-0-14012
Europe;Armenia;YEREVAN ARABKIR;40.2122222222;44.5297222222;null;0-20000-0-37789
Europe;Jordan;JERICHO;31.8666666667;35.5;-276;0-20000-0-40280
Europe;Norway;FISTER_SIGMUNDSTAD;59.1597222222;6.0363888889;30;0-20000-0-01422
Europe;Sweden;TULLINGE;59.1788888889;17.9127777778;44.68;0-20000-0-02469
Europe;Sweden;HALLANDS VADERO;56.4497222222;12.5472222222;10.08;0-20000-0-02605
Europe;Finland;TOHMAJARVI KEMIE;62.2352777778;30.3466666667;90;0-20000-0-02832
Europe;Belarus;MARIYNA GORKA;53.4916666667;28.1411111111;null;0-20000-0-26855
Europe;Netherlands;DE BILT AWS;52.0988888889;5.1797222222;1.9;0-20000-0-06260
Europe;Ukraine;IZIUM;49.1833333333;37.3;77;0-20000-0-34415
Europe;Sweden;FREDRIKA;64.0755555556;18.3655555556;327.41;0-20000-0-02263
Europe;Finland;KRISTIINANKAUPUNKI LIGHTHOUSE;62.2036111111;21.1697222222;null;0-20000-0-02752
Europe;Greenland;JAR 1;69.4963888889;-49.6941666667;904;0-20000-0-04452
Europe;Turkey;TRABZON;41;39.7166666667;29;0-20000-0-17038
Europe;Palestine, State of;HEBRON;31.5333333333;35.1;null;0-20000-0-40240
Europe;Russian Federation;ROSLAVL';53.9333333333;32.8333333333;219;0-20000-0-26882
Europe;Ukraine;BILOVODS'K;49.2166666667;39.5833333333;74;0-20000-0-34434
Europe;France;BISCAROSSE;44.4316666667;-1.2475;35;0-20000-0-07503
